Date,FTSE 100,FTSE 250,FTSE 350,FTSE SmallCap,FTSE AllShare,FTSE Fledgling,FTSE AllSmall,FTSE AIM UK 50 Index,FTSE AIM 100 INDEX,FTSE AIM All-Share,Close/Last,Open_NASDAQ,High_NASDAQ,Low_NASDAQ,Index Name,Open_NIFTY,High_NIFTY,Low_NIFTY,Close_x,Start,End,Open,High,Low,Close_y,Volume,Market Cap
2016-02-24,5867.1778305,16117.50182057,3275.01701676,4288.46617949,3226.4836095,7344.70350864,2977.12031957,3692.81437582,3221.40750536,687.23383822,4200.66,4116.02,4205.98,4088.12,NIFTY 50,7075,7090.8,7009.75,7018.7,2016-02-24,2016-02-25,420.736,425.55,413.907,425.102,69253478.6713287,6434602764.17554
2016-02-25,6012.8061661,16399.06813742,3352.086255,4319.77748983,3300.59836773,7367.06476009,2998.19778861,3705.2726434,3232.70887065,688.98097264,4241.06,4212.48,4241.25,4173.25,NIFTY 50,7029.85,7034.2,6961.4,6970.6,2016-02-25,2016-02-26,424.955,427.719,420.415,424.58,65748955.7894737,6467057912.70105
2016-02-26,6096.01352442,16567.03545181,3396.37361226,4368.433739,3343.9863408,7384.2273609,3030.58028557,3735.17622936,3253.30822014,692.34830872,4235.62,4273.59,4275.83,4227.29,NIFTY 50,7039.3,7052.9,6985.1,7029.75,2016-02-26,2016-02-27,424.544,431.015,421.62,431.015,59079056.9444445,6490295205.46661
2016-02-29,6097.09349278,16603.07609993,3398.15427685,4374.72360361,3345.84367707,7392.29979889,3034.88986834,3739.61156142,3257.03809891,692.87054314,4201.12,4228.57,4263.31,4200.15,NIFTY 50,7050.45,7094.6,6825.8,6987.05,2016-02-29,2016-03-01,433.504,441.507,431.693,438.156,57918418.75,6671677554.83066
2016-03-01,6152.87995169,16789.48998985,3430.47496095,4397.69286614,3377.18107798,7433.97519685,3050.8847186,3760.88903695,3284.10425339,696.85347653,4333.61,4238.08,4333.61,4225.93,NIFTY 50,7038.25,7235.5,7035.1,7222.3,2016-03-01,2016-03-02,437.697,439.653,432.319,435.101,62204940.625,6650911162.22346
2016-03-02,6147.0552847,16728.97441288,3425.63840221,4430.15736804,3373.42724044,7458.61200335,3072.77019684,3756.85281769,3279.79676478,696.68455854,4334.39,4328.72,4335.43,4301.09,NIFTY 50,7321.7,7380.35,7308.15,7368.85,2016-03-02,2016-03-03,435.123,435.917,424.568,424.568,73767845.2631579,6603299005.17922
2016-03-03,6130.46290427,16745.64214166,3418.59367227,4472.31739441,3367.82621223,7458.43597219,3100.51456449,3741.78450058,3272.99706716,696.60698714,4325.86,4330.4,4331.49,4296.32,NIFTY 50,7429.55,7483.95,7406.05,7475.6,2016-03-03,2016-03-04,423.989,425.373,419.411,421.517,89831927.7777778,6450796314.69132
2016-03-04,6199.43117374,16931.18747035,3456.95184848,4509.27455391,3405.27007276,7503.1335083,3125.77926336,3779.09753701,3296.18588405,702.49121324,4329,4334.03,4356.34,4301.35,NIFTY 50,7505.4,7505.9,7444.1,7485.35,2016-03-04,2016-03-05,421.651,425.178,410.968,411.326,90064090.459364,6440671761.16182
2016-03-08,6125.43610177,16654.03147907,3413.01676654,4482.32371728,3362.78309612,7483.62582069,3107.6306161,3732.14761878,3271.31523489,700.03344771,4265.51,4272.72,4308.84,4258.82,NIFTY 50,7486.4,7527.15,7442.15,7485.3,2016-03-08,2016-03-09,414.321,416.243,411.094,414.047,81362679.5138889,6328964732.52417
2016-03-09,6146.3200141,16591.60595618,3420.40741396,4486.80424594,3369.92876366,7495.77022839,3110.83518152,3725.93164807,3268.76174713,699.353713,4293.23,4281.1,4293.23,4258.08,NIFTY 50,7436.1,7539,7424.3,7531.8,2016-03-09,2016-03-10,413.972,416.032,411.606,414.798,64637548.4320558,6322543668.85688
2016-03-10,6036.70006168,16385.15899706,3362.59012255,4458.23023179,3314.19691738,7500.04990629,3092.11898121,3703.57396805,3254.26936927,697.6375991,4286.97,4307.87,4335.33,4232.08,NIFTY 50,7545.35,7547.1,7447.4,7486.15,2016-03-10,2016-03-11,414.86,417.512,413.251,417.123,76580775.3472222,6347431860.81799
2016-03-11,6139.78650104,16595.24839973,3417.52929003,4499.2750289,3367.51660769,7550.59046627,3120.19700675,3733.45437633,3277.48629577,702.46140644,4361.83,4337.12,4361.83,4320.55,NIFTY 50,7484.85,7543.95,7460.6,7510.2,2016-03-11,2016-03-12,417.131,423.926,417.013,421.572,81702588.5416667,6441599959.15182
2016-03-14,6174.56795768,16693.09638488,3437.02599039,4498.8012982,3386.0465517,7557.83558366,3120.03773607,3906.63347103,3364.24628424,713.00331633,4367.33,4347.94,4378.35,4347.55,NIFTY 50,7542.6,7583.7,7515.05,7538.75,2016-03-14,2016-03-15,414.065,416.684,414.065,416.381,91310887.1527778,6364004073.62598
2016-03-15,6139.97101743,16634.76418607,3419.02139476,4486.77858401,3368.6099243,7548.39014627,3111.92601764,3885.87377712,3352.79060648,710.98645566,4367.08,4354.38,4371.29,4339.86,NIFTY 50,7535.85,7545.2,7452.8,7460.6,2016-03-15,2016-03-16,416.438,418.131,414.985,416.702,77684040.625,6385552070.95341
2016-03-16,6175.48802399,16752.80447561,3439.57576892,4505.96874915,3388.65834754,7575.89354212,3125.13521705,3880.00694972,3352.33865422,710.25768227,4404.2,4359.67,4416.11,4357.74,NIFTY 50,7457.05,7508,7405.15,7498.75,2016-03-16,2016-03-17,416.83,417.686,415.912,417.078,64530772.8222997,6384440334.7682
2016-03-17,6201.11838415,16849.01195559,3454.80116319,4518.57983124,3403.46715882,7597.48677997,3133.88990498,3847.36277168,3302.9567892,705.24513298,4400.26,4390.06,4413.08,4376.87,NIFTY 50,7557.4,7585.3,7479.4,7512.55,2016-03-17,2016-03-18,417.011,420.997,417.011,420.654,74201573.943662,6447472053.48566
2016-03-18,6189.63616948,16901.32283217,3451.37789209,4545.44080384,3400.91165255,7611.63996363,3151.86668717,3858.12411272,3309.6708683,706.65235715,4410.83,4408.82,4420.88,4387.8,NIFTY 50,7534.65,7613.6,7517.9,7604.35,2016-03-18,2016-03-19,420.621,420.621,406.137,409.636,89085957.9861111,6354553581.51364
2016-03-21,6184.57744915,16862.83025963,3447.69468333,4527.90245887,3396.94578915,7601.8441515,3140.10958573,3864.83557203,3310.01536671,706.05493306,4426.98,4403.09,4430.44,4400.35,NIFTY 50,7619.2,7713.55,7617.7,7704.25,2016-03-21,2016-03-22,413.755,413.755,410.381,413.304,51562446.3768116,6312403068.70805
2016-03-22,6192.73542108,16903.9288522,3452.90138641,4541.00222717,3402.24202672,7623.16774372,3149.18048454,3897.4613853,3329.45311948,709.03968037,4437.62,4403.47,4450.76,4401.26,NIFTY 50,7695.55,7728.2,7643.8,7714.9,2016-03-22,2016-03-23,413.307,418.375,412.531,418.018,66752441.9014085,6392276120.27706
2016-03-23,6199.11170074,16864.63603834,3454.47527895,4535.27299404,3403.58585354,7634.9616833,3145.64919316,3910.5091233,3334.85449213,710.32885384,4402.56,4431.82,4434.76,4394.96,NIFTY 50,7717.45,7726.85,7670.6,7716.5,2016-03-23,2016-03-24,418.089,419.268,417.364,418.01,57658206.271777,6420688417.7467
2016-03-29,6105.89969681,16756.323941,3407.611451,4513.48852362,3358.46655396,7629.82541381,3131.19082095,3876.46311585,3321.75568525,708.18934036,4467.72,4391.19,4471.77,4384.27,NIFTY 50,7606.55,7652.9,7582.25,7597,2016-03-29,2016-03-30,424.231,426.203,412.681,416.465,65777379.8611111,6453248380.2616
2016-03-30,6203.17188614,16974.94894943,3460.20835658,4530.15203346,3408.90066192,7651.59417229,3142.61865634,3894.50270851,3330.06897284,709.7339216,4490.88,4494.7,4518.17,4481.84,NIFTY 50,7651.1,7741.95,7643.45,7735.2,2016-03-30,2016-03-31,416.516,416.834,412.496,414.867,68924595.8188153,6384974078.97485
2016-03-31,6174.89513602,16926.12286634,3445.43348291,4542.81727262,3395.19367645,7631.02208353,3150.53786108,3901.28872341,3337.51241698,710.77508377,4483.66,4491.01,4504.24,4478.13,NIFTY 50,7727.65,7777.6,7702,7738.4,2016-03-31,2016-04-01,414.816,418.369,414.816,416.779,59758510.4166667,6418029700.38904
2016-04-01,6146.04986673,16843.68173504,3429.22064227,4526.70645214,3379.35688489,7616.43606701,3139.62239875,3913.00619396,3345.9546963,711.60087973,4532.08,4461.77,4534.32,4452.11,NIFTY 50,7718.05,7740.15,7666.1,7713.05,2016-04-01,2016-04-02,416.729,418.173,415.831,417.822,53367835.0694445,6416085729.80452
2016-04-04,6164.72438272,16845.64325159,3437.91857027,4523.24574665,3387.53405482,7610.22101469,3137.21399022,3910.9925913,3349.05951416,712.29379706,4511.7,4526.39,4533.43,4503.65,NIFTY 50,7733.15,7764.45,7704.4,7758.8,2016-04-04,2016-04-05,420.904,422.343,419.601,421.486,40742629.9295775,6487267073.2945
2016-04-05,6091.23368491,16725.58805375,3399.75970796,4501.42344652,3350.6833745,7598.25800975,3122.59230427,3921.67192031,3357.05683458,712.11941443,4470.75,4479.11,4494.71,4465.04,NIFTY 50,7736.3,7736.3,7588.65,7603.2,2016-04-05,2016-04-06,421.444,424.257,420.614,423.994,53637693.2624114,6505524523.79409
2016-04-06,6161.63401436,16866.11284221,3437.20656469,4540.24363246,3387.30572617,7611.61832034,3148.4363316,3946.37756278,3372.20950859,715.440925,4543.78,4476.35,4544.59,4476.35,NIFTY 50,7636.05,7638.65,7591.75,7614.35,2016-04-06,2016-04-07,424.03,424.527,422.729,423.256,59337751.2195122,6529467117.6452
2016-04-07,6136.8902157,16714.22755632,3420.45930931,4524.99987398,3370.98310643,7643.00154124,3139.04987376,3970.65795604,3387.11919038,717.02087259,4475.29,4519.02,4525.69,4459.72,NIFTY 50,7630.4,7630.75,7535.85,7546.45,2016-04-07,2016-04-08,423.413,423.657,420.518,422.649,53284911.1498258,6514715160.04782
2016-04-08,6204.41451819,16829.72183841,3455.70124341,4558.69911195,3405.37424386,7663.80841723,3161.67921566,3980.32213316,3394.93348669,719.38881789,4474.93,4506.97,4515.91,4459.56,NIFTY 50,7542.35,7569.35,7526.7,7555.2,2016-04-08,2016-04-09,422.745,425.361,419.635,420.25,56822006.2937063,6527203789.53283
2016-04-11,6200.11664132,16778.81497856,3451.93430856,4565.43186164,3401.97097561,7681.5182959,3166.48112675,3974.79062231,3399.19436912,721.64937304,4458.71,4496.26,4516.1,4458.47,NIFTY 50,7577.8,7678.8,7516.85,7671.4,2016-04-11,2016-04-12,421.564,422.739,420.533,422.376,60633932.9861111,6508472330.82865
2016-04-12,6242.39486782,16795.2972567,3472.04668369,4581.20551776,3421.50654378,7691.46492254,3177.07757864,4012.89073981,3427.2199197,725.69553073,4496.04,4464.07,4503.89,4435.05,NIFTY 50,7669.25,7717.4,7663.35,7708.95,2016-04-12,2016-04-13,422.483,427.277,422.483,425.334,56607360.0694445,6562665295.19383
2016-04-13,6362.88666348,17047.95836715,3536.56242517,4623.99340869,3483.96591835,7730.66584357,3206.07535559,4057.38035762,3456.46865994,731.18858851,4554.72,4526.92,4560.11,4524.26,NIFTY 50,7777.15,7864.8,7772.2,7850.45,2016-04-13,2016-04-14,425.19,426.658,422.916,423.764,66312944.9477352,6560288164.03497
2016-04-18,6353.52217786,16889.75165818,3526.70125932,4610.33529198,3474.231392,7757.41423795,3197.63196197,4056.69314461,3460.99781351,733.55776824,4569.32,4535.21,4570.58,4531.11,NIFTY 50,7908.15,7920.6,7842.75,7914.7,2016-04-18,2016-04-19,427.399,429.274,427.086,428.521,49539304.1666667,6616196915.80286
2016-04-20,6410.26139407,17017.98174166,3557.40557949,4638.5492214,3504.1640141,7802.98335683,3217.16116988,4034.70482525,3445.04066728,733.35871561,4540.44,4539.19,4562.34,4523.9,NIFTY 50,7950.05,7950.4,7877.55,7914.75,2016-04-20,2016-04-21,435.509,443.054,434.406,441.368,61871007.6655052,6759638179.64485
2016-04-21,6381.43871901,16979.43604349,3542.73843234,4653.90146085,3490.62727367,7806.0590909,3227.33875029,4033.4081381,3445.87432155,733.80222059,4540.8,4540.71,4558.67,4522.85,NIFTY 50,7953.65,7978.45,7884.1,7912.05,2016-04-21,2016-04-22,441.389,450.548,440.952,449.306,64274105.5555556,6862560344.3122
2016-04-22,6310.4365679,16871.45996674,3506.15173153,4641.03252842,3455.50993365,7796.13538549,3218.65525038,3996.45403069,3423.38596422,731.07702194,4474.19,4478.44,4502.39,4440.14,NIFTY 50,7891.8,7923.35,7873.35,7899.3,2016-04-22,2016-04-23,449.425,449.81,444.15,445.67,64649432.6388889,6902843738.54932
2016-04-25,6260.91853097,16965.68064303,3486.56487618,4618.83610627,3436.30468625,7773.66871333,3203.5674632,4009.53316405,3428.79590648,731.71692037,4474.13,4459.67,4474.77,4452.87,NIFTY 50,7894.8,7911,7827,7855.05,2016-04-25,2016-04-26,458.555,466.62,453.592,462.298,67819551.7361111,7106127885.95527
2016-04-26,6284.52364058,16945.49292684,3496.76672626,4606.32148559,3445.67075884,7766.09118906,3195.16583736,3980.46101006,3409.24684405,729.220527,4452.97,4480.6,4490.06,4439.38,NIFTY 50,7828.15,7974.5,7822.55,7962.65,2016-04-26,2016-04-27,461.426,467.965,461.426,466.176,86860455.9440559,7190092591.84645
2016-04-27,6319.9124665,17083.71433826,3517.95434848,4618.91954386,3466.14362573,7776.44388107,3203.67972112,3977.54033791,3406.28242636,729.07969477,4416.63,4412.82,4426.28,4381.17,NIFTY 50,7942,7991,7940.55,7979.9,2016-04-27,2016-04-28,466.089,467.079,444.134,444.134,77010612.1951219,7118942755.95554
2016-04-28,6322.39895129,17066.44644707,3518.49911286,4609.17106267,3466.40403482,7752.36901604,3196.75867656,3995.98670997,3415.34891261,730.40716639,4363.99,4419.12,4447.2,4355.3,NIFTY 50,7967.4,7992,7834.45,7847.25,2016-04-28,2016-04-29,444.687,449.551,436.65,449.056,92573256.25,6894720243.93937
2016-04-29,6241.89477671,16801.55286976,3472.03262929,4589.05458039,3421.70178567,7759.24331573,3183.65425305,3955.06531693,3391.45079097,727.71424089,4341.3,4367.59,4372.97,4307.1,NIFTY 50,7844.25,7889.05,7788.7,7849.8,2016-04-29,2016-04-30,449.011,455.384,446.017,455.225,49408494.7916667,6979249293.77661
2016-05-03,6185.59160779,16730.08859096,3443.5216031,4565.25857432,3393.97024813,7765.51699827,3168.11530456,3953.68069948,3387.31525017,725.89984735,4341.39,4349.08,4368.76,4329.76,NIFTY 50,7824.8,7890.25,7735.15,7747,2016-05-03,2016-05-04,444.669,451.097,442.617,450.318,72760103.4722222,6931482120.59706
2016-05-04,6112.01740346,16659.44110623,3407.06186837,4541.64142759,3358.68696682,7744.52282514,3152.12570629,3934.3139819,3377.02041828,723.85637552,4312.01,4314.49,4328.22,4301.07,NIFTY 50,7724.15,7749,7697.25,7706.55,2016-05-04,2016-05-05,450.304,450.378,445.63,446.723,53766989.5470383,6942080719.59745
2016-05-05,6117.25094067,16661.69716923,3409.55827671,4540.87854543,3361.04006791,7736.0452014,3151.44662085,3921.66391089,3370.89618323,722.38889844,4309.48,4326.91,4333.12,4299.61,NIFTY 50,7731,7777.55,7706.85,7735.5,2016-05-05,2016-05-06,446.722,448.506,445.883,447.985,48683267.3611111,6936702992.44545
2016-05-06,6125.69522031,16648.76049737,3413.00513781,4537.84615404,3364.23687646,7723.40063302,3149.18619317,3935.53187574,3375.30290509,722.77921524,4330.17,4290.36,4330.24,4282,NIFTY 50,7717.65,7738.9,7678.35,7733.45,2016-05-06,2016-05-07,447.976,461.375,447.068,459.735,54223327.7777778,7010632587.83016
2016-05-09,6114.81200198,16687.06273272,3409.32138736,4541.11543284,3360.82124259,7725.66292841,3151.38618165,3952.0451734,3385.83636032,723.49261389,4341.23,4331.66,4361.87,4329.9,NIFTY 50,7755.25,7873.65,7753.55,7866.05,2016-05-09,2016-05-10,458.548,462.481,456.531,460.451,42556855.5555556,7114692353.14502
2016-05-10,6156.64894621,16724.41771184,3429.95439603,4555.53466818,3380.81797975,7700.6400679,3160.35399446,3963.8485966,3391.10383912,724.01750378,4402.04,4360.73,4404.09,4351.16,NIFTY 50,7873.55,7896.9,7837.7,7887.8,2016-05-10,2016-05-11,460.483,461.929,448.954,450.647,56435998.2638889,7074222180.24958
2016-05-11,6162.48611725,16720.74686962,3432.52145765,4570.0796018,3383.64047259,7711.61330559,3170.15910368,3992.37153293,3407.22489463,726.96663016,4361.03,4395.88,4407.93,4360.73,NIFTY 50,7804.65,7893.1,7780.9,7848.85,2016-05-11,2016-05-12,450.895,454.576,450.864,452.667,53579415.3310105,7038526747.44253
2016-05-12,6104.1866614,16659.8706147,3403.46351051,4550.57918935,3355.49966985,7690.7186978,3156.88387043,3954.4036154,3387.59674916,725.07472071,4342.81,4376.09,4377.86,4312.88,NIFTY 50,7871.45,7916.05,7849.65,7900.4,2016-05-12,2016-05-13,452.728,454.949,449.25,454.733,52739841.6666667,7012562784.14868
2016-05-13,6138.49672892,16650.30487927,3418.97150118,4553.75018236,3370.32836127,7692.06525796,3158.99958327,3948.39298523,3385.34102333,724.48864754,4326.53,4337.83,4364.24,4318.7,NIFTY 50,7881,7881,7784.2,7814.9,2016-05-13,2016-05-14,454.766,457.055,453.453,455.677,60983088.5416667,7075111193.67289
2016-05-16,6151.40247863,16699.31945758,3426.64951694,4561.32728162,3377.82823453,7693.05621783,3164.00614007,3956.16014133,3383.00109062,724.33818101,4380.48,4335.33,4395.7,4329.89,NIFTY 50,7831.2,7873.9,7772.15,7860.75,2016-05-16,2016-05-17,457.568,458.2,452.945,454.302,35892517.0138889,7099323229.5395
2016-05-17,6167.77402367,16845.07505855,3439.31214581,4577.55697865,3390.29416783,7696.5985302,3174.76005497,3960.67382816,3391.0158241,726.08117411,4322.56,4376.55,4385.06,4311.18,NIFTY 50,7896.85,7940.1,7879.7,7890.75,2016-05-17,2016-05-18,454.163,455.072,453.605,453.813,65207640.625,7063290859.8999
2016-05-18,6165.80252143,16881.23704585,3439.66565077,4560.27411466,3390.18077149,7664.74815539,3162.71462791,3948.4709013,3381.61258268,725.12518737,4338.23,4314.34,4360.91,4305.73,NIFTY 50,7846.75,7882.05,7810.75,7870.15,2016-05-18,2016-05-19,453.783,455.998,453.299,454.689,75890511.2033195,7073682204.57971
2016-05-19,6053.34683953,16730.1095118,3382.41286895,4524.13393392,3334.78611749,7652.33175247,3138.6701308,3940.53587322,3370.81022158,722.64251939,4315.58,4319.86,4331.58,4284.37,NIFTY 50,7875.5,7876.2,7766.8,7783.4,2016-05-19,2016-05-20,454.619,454.633,439.628,439.628,81419229.1666667,7005191280.4848
2016-05-20,6156.31925611,16922.05911167,3436.71078934,4554.40495791,3387.21764995,7661.71788021,3158.78840809,3996.00633235,3406.84332653,727.85632747,4362.9,4330.07,4379.98,4329.57,NIFTY 50,7792.2,7812.4,7735.75,7749.7,2016-05-20,2016-05-21,438.715,444.054,437.389,442.446,99423136.4583333,6866403417.33415
2016-05-23,6136.43438077,17031.74246165,3431.36211327,4555.0897362,3382.14817539,7662.49727732,3159.25548423,4033.06480904,3427.88785702,730.81181337,4355.1,4364.73,4382.4,4353.36,NIFTY 50,7813.95,7820.6,7722.2,7731.05,2016-05-23,2016-05-24,439.323,444.345,438.823,444.28,44070797.9166667,6885380392.25333
2016-05-24,6219.25592954,17135.67498799,3473.26631129,4552.14873264,3421.92801447,7662.4026991,3157.31812961,4053.17330387,3446.43711077,733.27252537,4444.3,4381.34,4449.21,4380.46,NIFTY 50,7738.05,7761.55,7715.8,7748.85,2016-05-24,2016-05-25,444.155,447.1,443.93,446.036,54126966.6666667,6945112381.51125
2016-05-25,6262.84891253,17232.63695484,3496.80150073,4571.22949687,3444.80876804,7659.58933605,3169.81636021,4060.98776378,3448.90392679,733.50051047,4476.43,4459.26,4488.52,4453.05,NIFTY 50,7811.8,7941.2,7809.3,7934.9,2016-05-25,2016-05-26,445.981,450.298,445.981,449.538,65579425.7839721,6991967367.72538
2016-05-26,6265.65076979,17192.83207412,3496.70290878,4573.6949737,3444.77924354,7655.73348834,3171.35771706,4072.31321562,3451.0456751,734.37584939,4487.96,4478.57,4494.03,4469.76,NIFTY 50,7974.45,8083,7948.5,8069.65,2016-05-26,2016-05-27,449.599,453.644,447.896,453.376,62401027.4305556,7036199428.59984
2016-05-27,6270.79138125,17232.26188489,3500.4580865,4577.5616639,3448.45142741,7667.85731142,3174.15791187,4080.48278274,3459.06607363,735.84241084,4512.54,4490.95,4512.54,4489.16,NIFTY 50,8081.95,8164.2,8077.05,8156.65,2016-05-27,2016-05-28,453.384,478.149,453.384,473.73,133270755.902778,7365645532.42119
2016-05-31,6230.7858399,17184.73185804,3480.3105232,4596.01072689,3429.77045446,7665.31346132,3186.24611386,4104.2322752,3486.97882448,739.49553853,4523.89,4513.85,4526.84,4497.65,NIFTY 50,8209.85,8213.6,8134.3,8160.1,2016-05-31,2016-06-01,533.864,546.618,520.662,531.433,98355895.1388889,8380687548.26026
2016-06-01,6191.93078813,17061.46561877,3458.0437946,4569.77947623,3407.90977249,7660.75869,3168.88670108,4078.07559534,3471.74858818,737.16377126,4520.07,4507.18,4530.39,4502.78,NIFTY 50,8179.2,8215.35,8171.05,8179.95,2016-06-01,2016-06-02,531.386,543.08,525.636,537.859,123569464.808362,8327980559.87053
2016-06-02,6185.60646652,17076.26009003,3455.64115146,4586.10064874,3406.04994452,7683.07294287,3180.09820138,4093.88385364,3489.89630427,739.93512579,4531.35,4510.81,4531.35,4488.08,NIFTY 50,8156.9,8229.5,8154.75,8218.95,2016-06-02,2016-06-03,536.92,540.352,533.078,538.017,70688274.3055556,8370134546.79317
2016-06-03,6209.62563986,17067.92670385,3466.46087009,4576.62302273,3416.09730068,7729.31853132,3174.83504939,4102.57729459,3498.11111914,742.34715432,4509.79,4520.98,4523.36,4480.8,NIFTY 50,8246.2,8262,8209.85,8220.8,2016-06-03,2016-06-04,537.972,574.638,536.92,569.098,82483117.0138889,8640630689.76568
2016-06-06,6273.39915948,17181.76181012,3499.92214545,4599.70438705,3448.52628383,7741.49755947,3190.28229383,4101.34817527,3503.3986396,743.33838765,4523.63,4517.88,4536.55,4510.33,NIFTY 50,8228.75,8234.7,8186.05,8201.05,2016-06-06,2016-06-07,574.977,586.47,574.602,585.485,70549452.0833333,9094631313.50127
2016-06-07,6284.52922426,17195.3848972,3505.54457435,4608.03305706,3454.0904701,7750.9978068,3195.96379441,4103.25022747,3506.39974637,744.38676093,4513.09,4527.86,4532.3,4511.42,NIFTY 50,8235.55,8294.95,8216.4,8266.45,2016-06-07,2016-06-08,585.537,590.259,567.514,576.534,81460987.8472222,9087885997.25882
2016-06-08,6301.52014793,17177.84742733,3512.7929792,4633.90836968,3461.65568397,7767.11812097,3213.3328496,4098.48493385,3506.28331776,744.64315204,4520.63,4521.1,4529.09,4505.39,NIFTY 50,8285.5,8288.9,8252.05,8273.05,2016-06-08,2016-06-09,576.597,582.839,573.13,581.799,91240129.6167247,9032075249.10616
2016-06-09,6231.8875464,17111.59112406,3478.27740541,4616.10892691,3428.36051957,7768.81205926,3201.65401004,4095.79868002,3505.97355735,744.13280762,4512.69,4501.14,4518.5,4494.76,NIFTY 50,8273.35,8273.35,8184.6,8203.6,2016-06-09,2016-06-10,581.645,582.203,570.951,574.648,68398935.4166667,9036068592.63432
2016-06-10,6115.76014186,16827.45308671,3414.67207164,4579.8694311,3366.90691725,7746.20785435,3177.33241168,4047.33929383,3473.26553078,739.61583968,4461.05,4473.08,4480.48,4447.33,NIFTY 50,8180.25,8265.6,8162.85,8170.05,2016-06-10,2016-06-11,574.63,579.127,573.325,577.568,60858311.4583333,9029352657.12857
2016-06-13,6044.9698239,16574.22218966,3373.10991229,4525.18911609,3325.95350794,7698.36596726,3140.34344719,3988.96263425,3429.40296444,730.42408539,4422.76,4436.12,4461.26,4419.73,NIFTY 50,8102.25,8125.25,8063.9,8110.6,2016-06-13,2016-06-14,672.784,716.004,664.487,704.294,246848329.861111,10784305221.1235
2016-06-14,5923.52776395,16232.25475681,3305.03141832,4469.21404871,3259.73604742,7616.56575267,3101.78298422,3884.43481707,3351.10573254,714.89535859,4424.91,4413.71,4439.73,4392.43,NIFTY 50,8134.4,8134.95,8069.5,8108.85,2016-06-14,2016-06-15,704.376,704.504,662.804,685.823,208854826.388889,10779610683.256
2016-06-15,5966.80465593,16298.32403147,3327.34729474,4486.31390887,3281.40977301,7620.25413844,3113.1114293,3904.21370469,3367.2866124,717.05069621,4409.51,4433.68,4439.61,4404.58,NIFTY 50,8139.4,8213.2,8123.15,8206.6,2016-06-15,2016-06-16,685.559,696.303,672.561,694.053,142133917.073171,10730410005.4728
2016-06-16,5950.47669164,16032.03505306,3310.51603815,4409.75496017,3263.42556152,7582.84583897,3061.94926503,3845.44448068,3323.38940491,709.2910685,4424.23,4387.9,4428.27,4362.16,NIFTY 50,8180.65,8180.65,8074.45,8140.75,2016-06-16,2016-06-17,694.469,773.722,694.469,766.15,197675551.567944,11638822009.6957
2016-06-17,6021.09436662,16422.03890239,3356.76502822,4485.90516319,3309.39074419,7575.24113786,3111.88857376,3910.54949299,3361.6037546,713.8874364,4374.38,4409.75,4409.75,4363.63,NIFTY 50,8176.65,8195.25,8135.8,8170.2,2016-06-17,2016-06-18,766.308,775.356,716.556,749.353,301337187.5,11788124840.8526
2016-06-20,6203.9993404,16959.11246138,3460.0949065,4538.86467569,3409.01449008,7626.70220505,3147.80054223,3995.51435839,3417.21943739,721.99928659,4400.16,4424.11,4444.06,4397.36,NIFTY 50,8115.75,8244.15,8107.35,8238.5,2016-06-20,2016-06-21,763.781,764.084,732.727,737.32,142460114.583333,11782978534.0344
2016-06-21,6226.54679748,16980.30971688,3471.2307583,4529.53538184,3419.35388387,7614.47461717,3141.40430447,3990.0788555,3413.00359116,721.11708169,4413.4,4408.03,4422.67,4398.64,NIFTY 50,8255.4,8257.25,8202.15,8219.9,2016-06-21,2016-06-22,737.226,737.226,639.07,665.9,226146555.555556,10737398070.1679
2016-06-22,6261.18608987,17043.54196842,3489.43013298,4545.89903428,3437.0862876,7609.82316314,3152.06461171,4000.79975496,3419.79717762,722.3308728,4404.73,4415.46,4442.02,4400.88,NIFTY 50,8213.65,8238.35,8153.25,8203.7,2016-06-22,2016-06-23,666.652,678.67,587.483,588.221,289819031.358885,10234458957.322
2016-06-23,6338.10007916,17333.505771,3535.16386676,4590.45277146,3481.73720688,7625.21720199,3181.69048865,4038.85413967,3444.40176563,726.92170795,4467.48,4437.61,4467.48,4420.16,NIFTY 50,8201.15,8285.6,8188.3,8270.45,2016-06-23,2016-06-24,596.116,629.327,558.139,623.863,277014288.194444,9325750019.36362
2016-06-24,6138.69091749,16088.05255618,3399.02156299,4448.83055466,3348.58082444,7403.27384398,3083.81550219,3921.85481511,3341.13432956,703.81104304,4285.7,4294.8,4373.15,4274.54,NIFTY 50,8029.1,8100.7,7927.05,8088.6,2016-06-24,2016-06-25,623.977,681.727,623.977,666.945,254224284.722222,10329312126.6453
2016-06-27,5982.20499957,14967.86212234,3287.11641969,4272.07001988,3237.53634326,7301.24373003,2965.40233051,3720.94639282,3188.77174432,676.95555357,4201.05,4247.71,4249,4179.74,NIFTY 50,8039.35,8120.65,8039.35,8094.7,2016-06-27,2016-06-28,629.367,650.318,620.524,649.135,117490354.166667,10052394152.3164
2016-06-28,6140.39059679,15503.06243657,3378.99556426,4325.14518676,3326.27746526,7318.08197281,3000.66274714,3841.69728769,3270.09855187,688.82770302,4290.47,4245.32,4291.43,4245.29,NIFTY 50,8096.05,8146.35,8086.85,8127.85,2016-06-28,2016-06-29,655.275,659.248,637.773,647.113,120406708.333333,10246402418.6715
